time_slot_s,scenario,slice_type,ue_count,traffic_load_mbps,rsrp_dbm,sinr_db,prb_demanded,tx_power_dbm,conflict_flag,conflict_type,rdl_action,sla_met
6.04,rdl_phase1,URLLC,16,64.59,-77.89,4.79,84,36.41,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
6.24,baseline,eMBB,31,99.03,-89.16,23.85,163,43.0,0,NONE,NONE_UNMANAGED,1
6.24,rdl_phase1,eMBB,31,54.14,-78.26,12.26,90,35.95,0,NONE,ALLOW_REGULAR,1
6.44,baseline,mMTC,30,56.01,-83.69,21.32,120,43.0,0,NONE,NONE_UNMANAGED,1
6.44,rdl_phase1,mMTC,31,58.77,-101.63,12.12,232,32.29,0,NONE,ALLOW_REGULAR,1
6.64,baseline,URLLC,23,46.87,-78.74,3.85,88,36.94,1,POWER_OVERLOAD,NONE_UNMANAGED,0
6.64,rdl_phase1,URLLC,21,25.14,-95.73,14.48,156,30.5,0,NONE,ALLOW_REGULAR,1
6.85,baseline,eMBB,28,51.16,-83.06,23.76,55,43.0,0,NONE,NONE_UNMANAGED,1
6.85,rdl_phase1,eMBB,33,50.43,-109.79,10.09,242,33.12,0,NONE,ALLOW_REGULAR,1
7.05,baseline,mMTC,28,63.06,-84.29,20.4,106,32.73,0,NONE,NONE_UNMANAGED,1
7.05,rdl_phase1,mMTC,30,22.32,-98.24,17.62,153,35.79,0,NONE,ALLOW_REGULAR,1
7.25,baseline,URLLC,29,93.56,-75.67,14.28,150,43.0,0,NONE,NONE_UNMANAGED,1
7.25,rdl_phase1,URLLC,15,26.72,-95.0,21.94,96,30.4,0,NONE,ALLOW_REGULAR,1
7.45,baseline,eMBB,27,46.19,-94.09,9.76,147,39.51,0,NONE,NONE_UNMANAGED,1
7.45,rdl_phase1,eMBB,28,40.18,-107.13,2.45,188,30.42,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
7.65,baseline,mMTC,26,37.94,-107.6,24.02,60,43.0,0,NONE,NONE_UNMANAGED,1
7.65,rdl_phase1,mMTC,22,35.95,-109.29,5.5,82,33.79,0,NONE,ALLOW_REGULAR,1
7.85,baseline,URLLC,18,65.12,-102.37,18.09,246,36.06,1,DIRECT_PRB,NONE_UNMANAGED,0
7.85,rdl_phase1,URLLC,18,82.22,-104.27,9.15,198,30.21,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
8.05,baseline,eMBB,24,66.06,-78.22,10.63,233,35.92,1,DIRECT_PRB,NONE_UNMANAGED,0
8.05,rdl_phase1,eMBB,22,28.15,-82.96,21.56,203,36.44,0,NONE,ALLOW_REGULAR,1
8.26,baseline,mMTC,33,82.61,-97.85,11.85,144,36.48,0,NONE,NONE_UNMANAGED,1
8.26,rdl_phase1,mMTC,15,87.97,-81.22,4.43,142,35.08,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
8.46,baseline,URLLC,29,76.58,-94.76,18.88,216,38.08,1,DIRECT_PRB,NONE_UNMANAGED,0
8.46,rdl_phase1,URLLC,32,81.97,-93.73,20.99,201,32.15,1,DIRECT_PRB,QOS_BOOST_URLLC,1
8.66,baseline,eMBB,22,86.46,-106.97,22.28,112,43.0,0,NONE,NONE_UNMANAGED,1
8.66,rdl_phase1,eMBB,33,68.83,-96.74,2.66,267,32.6,1,DIRECT_PRB,QOS_BOOST_URLLC,1
8.86,baseline,mMTC,30,36.97,-82.08,9.83,202,43.0,0,NONE,NONE_UNMANAGED,1
8.86,rdl_phase1,mMTC,23,64.46,-91.92,6.39,111,35.76,0,NONE,ALLOW_REGULAR,1
9.06,baseline,URLLC,30,64.41,-101.59,12.95,232,37.93,1,DIRECT_PRB,NONE_UNMANAGED,0
9.06,rdl_phase1,URLLC,17,43.54,-95.85,7.6,219,34.65,0,NONE,ALLOW_REGULAR,1
9.26,baseline,eMBB,30,64.28,-97.97,24.92,190,37.03,1,POWER_OVERLOAD,NONE_UNMANAGED,0
9.26,rdl_phase1,eMBB,23,44.53,-101.93,18.59,130,30.96,0,NONE,ALLOW_REGULAR,1
9.46,baseline,mMTC,32,96.07,-85.84,6.41,239,37.25,1,DIRECT_PRB,NONE_UNMANAGED,0
9.46,rdl_phase1,mMTC,31,67.74,-75.68,21.15,125,31.82,0,NONE,ALLOW_REGULAR,1
9.66,baseline,URLLC,20,44.18,-85.22,4.91,61,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
9.66,rdl_phase1,URLLC,32,43.37,-76.96,16.67,242,33.93,0,NONE,ALLOW_REGULAR,1
9.87,baseline,eMBB,15,65.93,-93.57,12.13,97,43.0,0,NONE,NONE_UNMANAGED,1
9.87,rdl_phase1,eMBB,23,95.29,-93.28,20.91,152,33.93,0,NONE,ALLOW_REGULAR,1
10.07,baseline,mMTC,33,70.36,-108.12,5.43,194,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
10.07,rdl_phase1,mMTC,17,99.51,-105.85,19.58,205,34.77,1,DIRECT_PRB,QOS_BOOST_URLLC,1
10.27,baseline,URLLC,34,38.05,-91.71,12.36,163,35.89,0,NONE,NONE_UNMANAGED,1
10.27,rdl_phase1,URLLC,28,44.43,-88.26,16.02,239,30.79,0,NONE,ALLOW_REGULAR,1
10.47,baseline,eMBB,21,70.04,-100.74,3.87,111,30.75,1,POWER_OVERLOAD,NONE_UNMANAGED,0
10.47,rdl_phase1,eMBB,15,52.68,-85.87,12.81,58,31.85,0,NONE,ALLOW_REGULAR,1
10.67,baseline,mMTC,24,76.24,-94.11,17.81,117,43.0,0,NONE,NONE_UNMANAGED,1
10.67,rdl_phase1,mMTC,33,72.89,-77.32,11.78,189,31.8,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
10.87,baseline,URLLC,19,92.67,-81.07,3.64,92,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
10.87,rdl_phase1,URLLC,34,79.92,-90.08,8.64,81,33.75,0,NONE,ALLOW_REGULAR,1
11.07,baseline,eMBB,24,75.98,-77.01,13.51,176,35.98,0,NONE,NONE_UNMANAGED,1
11.07,rdl_phase1,eMBB,28,78.76,-88.87,2.59,108,37.7,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
11.28,baseline,mMTC,33,66.97,-109.27,19.59,260,30.4,1,DIRECT_PRB,NONE_UNMANAGED,0
11.28,rdl_phase1,mMTC,20,57.64,-87.2,23.07,96,37.98,0,NONE,ALLOW_REGULAR,1
11.48,baseline,URLLC,28,70.78,-92.79,4.1,139,33.21,1,POWER_OVERLOAD,NONE_UNMANAGED,0
11.48,rdl_phase1,URLLC,18,88.62,-98.46,17.95,123,35.3,0,NONE,ALLOW_REGULAR,1
11.68,baseline,eMBB,27,85.09,-90.75,12.46,130,31.16,0,NONE,NONE_UNMANAGED,1
11.68,rdl_phase1,eMBB,27,89.19,-81.13,2.03,272,34.34,1,DIRECT_PRB,QOS_BOOST_URLLC,1
11.88,baseline,mMTC,28,24.34,-91.85,16.32,177,43.0,0,NONE,NONE_UNMANAGED,1
11.88,rdl_phase1,mMTC,16,36.28,-90.78,23.34,162,37.05,0,NONE,ALLOW_REGULAR,1
12.08,baseline,URLLC,30,29.71,-75.94,16.0,111,43.0,0,NONE,NONE_UNMANAGED,1
12.08,rdl_phase1,URLLC,24,64.07,-90.67,4.14,265,37.3,1,DIRECT_PRB,QOS_BOOST_URLLC,1
12.28,baseline,eMBB,29,95.76,-87.33,5.54,233,37.05,1,DIRECT_PRB,NONE_UNMANAGED,0
12.28,rdl_phase1,eMBB,28,86.78,-75.69,7.61,191,31.16,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
12.48,baseline,mMTC,21,93.75,-92.21,22.22,271,37.73,1,DIRECT_PRB,NONE_UNMANAGED,0
12.48,rdl_phase1,mMTC,28,47.19,-82.43,8.14,50,32.26,0,NONE,ALLOW_REGULAR,1
12.68,baseline,URLLC,24,87.0,-89.7,17.18,271,35.39,1,DIRECT_PRB,NONE_UNMANAGED,0
12.68,rdl_phase1,URLLC,26,46.6,-83.3,10.68,132,36.96,0,NONE,ALLOW_REGULAR,1
12.89,baseline,eMBB,22,65.74,-101.83,19.84,61,34.73,0,NONE,NONE_UNMANAGED,1
12.89,rdl_phase1,eMBB,27,50.89,-86.77,20.88,88,33.96,0,NONE,ALLOW_REGULAR,1
13.09,baseline,mMTC,16,30.1,-76.21,9.64,75,43.0,0,NONE,NONE_UNMANAGED,1
13.09,rdl_phase1,mMTC,29,27.98,-78.13,2.35,86,33.28,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
13.29,baseline,URLLC,19,25.99,-82.65,8.1,209,43.0,0,NONE,NONE_UNMANAGED,1
13.29,rdl_phase1,URLLC,17,88.14,-80.17,21.76,147,37.63,0,NONE,ALLOW_REGULAR,1
13.49,baseline,eMBB,30,89.79,-108.74,3.57,211,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
13.49,rdl_phase1,eMBB,24,99.79,-83.86,11.98,75,36.08,0,NONE,ALLOW_REGULAR,1
13.69,baseline,mMTC,18,55.49,-85.71,22.78,61,30.56,0,NONE,NONE_UNMANAGED,1
13.69,rdl_phase1,mMTC,26,49.99,-104.91,14.22,194,35.45,0,NONE,ALLOW_REGULAR,1
13.89,baseline,URLLC,20,33.6,-107.24,22.03,208,43.0,0,NONE,NONE_UNMANAGED,1
13.89,rdl_phase1,URLLC,30,93.03,-104.99,12.61,115,33.68,0,NONE,ALLOW_REGULAR,1
14.09,baseline,eMBB,15,91.91,-93.72,8.62,189,34.42,1,POWER_OVERLOAD,NONE_UNMANAGED,0
14.09,rdl_phase1,eMBB,26,99.01,-99.53,24.13,226,32.0,1,DIRECT_PRB,QOS_BOOST_URLLC,1
14.3,baseline,mMTC,24,35.94,-96.54,13.11,110,33.59,0,NONE,NONE_UNMANAGED,1
14.3,rdl_phase1,mMTC,24,99.42,-99.67,24.49,218,33.17,1,DIRECT_PRB,QOS_BOOST_URLLC,1
14.5,baseline,URLLC,15,65.27,-86.0,19.13,62,43.0,0,NONE,NONE_UNMANAGED,1
14.5,rdl_phase1,URLLC,30,86.63,-78.4,19.84,108,34.86,0,NONE,ALLOW_REGULAR,1
14.7,baseline,eMBB,26,37.52,-103.35,7.76,243,43.0,0,NONE,NONE_UNMANAGED,1
14.7,rdl_phase1,eMBB,19,70.26,-78.38,16.87,129,36.31,0,NONE,ALLOW_REGULAR,1
14.9,baseline,mMTC,16,66.37,-84.37,4.07,125,34.16,1,POWER_OVERLOAD,NONE_UNMANAGED,0
14.9,rdl_phase1,mMTC,21,30.57,-91.12,24.34,185,34.01,0,NONE,ALLOW_REGULAR,1
15.1,baseline,URLLC,23,86.44,-101.01,20.97,173,43.0,0,NONE,NONE_UNMANAGED,1
15.1,rdl_phase1,URLLC,24,79.72,-98.14,4.65,69,31.13,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
15.3,baseline,eMBB,22,88.81,-84.65,24.54,266,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
15.3,rdl_phase1,eMBB,26,27.22,-96.19,8.08,81,33.64,0,NONE,ALLOW_REGULAR,1
15.5,baseline,mMTC,23,66.76,-81.22,23.63,77,43.0,0,NONE,NONE_UNMANAGED,1
15.5,rdl_phase1,mMTC,30,22.0,-79.05,14.91,206,31.77,0,NONE,ALLOW_REGULAR,1
15.7,baseline,URLLC,17,70.83,-93.75,18.12,216,31.4,1,DIRECT_PRB,NONE_UNMANAGED,0
15.7,rdl_phase1,URLLC,16,44.35,-92.76,4.24,187,31.09,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
15.91,baseline,eMBB,29,49.68,-76.77,18.02,188,37.42,0,NONE,NONE_UNMANAGED,1
15.91,rdl_phase1,eMBB,19,90.83,-87.08,21.17,207,33.26,1,DIRECT_PRB,QOS_BOOST_URLLC,1
16.11,baseline,mMTC,23,22.62,-97.03,12.2,110,43.0,0,NONE,NONE_UNMANAGED,1
16.11,rdl_phase1,mMTC,18,98.47,-97.14,22.74,215,32.87,1,DIRECT_PRB,QOS_BOOST_URLLC,1
16.31,baseline,URLLC,27,42.07,-76.11,23.83,260,36.63,0,NONE,NONE_UNMANAGED,1
16.31,rdl_phase1,URLLC,34,97.69,-108.23,9.67,82,36.3,0,NONE,ALLOW_REGULAR,1
16.51,baseline,eMBB,21,25.49,-83.22,6.76,105,43.0,0,NONE,NONE_UNMANAGED,1
16.51,rdl_phase1,eMBB,22,46.28,-104.84,22.71,50,32.22,0,NONE,ALLOW_REGULAR,1
16.71,baseline,mMTC,19,99.0,-91.09,20.37,78,43.0,0,NONE,NONE_UNMANAGED,1
16.71,rdl_phase1,mMTC,15,30.54,-97.46,20.13,200,32.59,0,NONE,ALLOW_REGULAR,1
16.91,baseline,URLLC,20,41.23,-105.56,11.68,79,43.0,0,NONE,NONE_UNMANAGED,1
16.91,rdl_phase1,URLLC,30,55.86,-97.33,15.65,165,34.03,0,NONE,ALLOW_REGULAR,1
17.11,baseline,eMBB,34,23.47,-82.59,21.94,183,36.43,0,NONE,NONE_UNMANAGED,1
17.11,rdl_phase1,eMBB,15,24.87,-93.24,11.24,225,30.86,0,NONE,ALLOW_REGULAR,1
17.32,baseline,mMTC,29,25.88,-107.17,15.99,66,36.24,0,NONE,NONE_UNMANAGED,1
17.32,rdl_phase1,mMTC,33,63.87,-98.62,24.88,185,32.36,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
17.52,baseline,URLLC,31,68.43,-106.53,18.14,268,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
17.52,rdl_phase1,URLLC,32,77.67,-102.47,12.39,108,33.31,0,NONE,ALLOW_REGULAR,1
17.72,baseline,eMBB,29,51.9,-84.46,9.19,130,43.0,0,NONE,NONE_UNMANAGED,1
17.72,rdl_phase1,eMBB,26,96.29,-85.96,12.91,73,36.65,0,NONE,ALLOW_REGULAR,1
17.92,baseline,mMTC,17,54.55,-83.94,10.57,83,43.0,0,NONE,NONE_UNMANAGED,1
17.92,rdl_phase1,mMTC,33,96.53,-90.34,17.41,155,32.83,0,NONE,ALLOW_REGULAR,1
18.12,baseline,URLLC,28,89.45,-84.76,24.27,203,31.04,1,DIRECT_PRB,NONE_UNMANAGED,0
18.12,rdl_phase1,URLLC,31,37.02,-87.01,7.16,77,32.8,0,NONE,ALLOW_REGULAR,1
18.32,baseline,eMBB,32,49.4,-83.31,15.2,256,35.61,0,NONE,NONE_UNMANAGED,1
18.32,rdl_phase1,eMBB,34,69.09,-87.51,2.6,218,36.64,1,DIRECT_PRB,QOS_BOOST_URLLC,1
18.52,baseline,mMTC,23,22.32,-100.44,19.54,136,31.81,0,NONE,NONE_UNMANAGED,1
18.52,rdl_phase1,mMTC,19,65.31,-95.97,5.26,212,37.77,1,DIRECT_PRB,QOS_BOOST_URLLC,1
18.72,baseline,URLLC,17,79.69,-102.47,11.66,137,33.12,0,NONE,NONE_UNMANAGED,1
18.72,rdl_phase1,URLLC,25,82.15,-90.13,3.95,63,31.24,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
18.93,baseline,eMBB,34,23.98,-107.14,12.19,158,34.42,0,NONE,NONE_UNMANAGED,1
18.93,rdl_phase1,eMBB,23,37.25,-92.07,9.94,78,32.27,0,NONE,ALLOW_REGULAR,1
19.13,baseline,mMTC,33,58.93,-86.65,3.04,151,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
19.13,rdl_phase1,mMTC,16,20.61,-99.45,6.86,85,36.11,0,NONE,ALLOW_REGULAR,1
19.33,baseline,URLLC,24,46.25,-109.73,19.18,94,35.33,0,NONE,NONE_UNMANAGED,1
19.33,rdl_phase1,URLLC,22,60.02,-80.83,20.54,68,33.18,0,NONE,ALLOW_REGULAR,1
19.53,baseline,eMBB,16,54.9,-93.91,3.79,130,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
19.53,rdl_phase1,eMBB,33,52.35,-87.6,8.66,153,30.17,0,NONE,ALLOW_REGULAR,1
19.73,baseline,mMTC,25,33.75,-76.83,12.58,226,43.0,0,NONE,NONE_UNMANAGED,1
19.73,rdl_phase1,mMTC,17,54.94,-106.29,12.02,152,34.19,0,NONE,ALLOW_REGULAR,1
19.93,baseline,URLLC,27,89.64,-83.9,7.1,249,35.1,1,DIRECT_PRB,NONE_UNMANAGED,0
19.93,rdl_phase1,URLLC,18,62.45,-103.21,19.85,139,35.82,0,NONE,ALLOW_REGULAR,1
20.13,baseline,eMBB,19,38.9,-104.87,6.54,204,37.59,0,NONE,NONE_UNMANAGED,1
20.13,rdl_phase1,eMBB,17,34.17,-82.95,13.36,243,34.51,0,NONE,ALLOW_REGULAR,1
20.34,baseline,mMTC,33,55.91,-77.65,14.98,212,43.0,0,NONE,NONE_UNMANAGED,1
20.34,rdl_phase1,mMTC,25,89.14,-88.05,5.47,67,33.75,0,NONE,ALLOW_REGULAR,1
20.54,baseline,URLLC,24,83.71,-89.3,10.09,68,34.52,0,NONE,NONE_UNMANAGED,1
20.54,rdl_phase1,URLLC,16,49.5,-99.95,16.83,268,30.72,0,NONE,ALLOW_REGULAR,1
20.74,baseline,eMBB,34,60.57,-93.81,14.75,252,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
20.74,rdl_phase1,eMBB,16,55.98,-81.66,16.99,132,34.84,0,NONE,ALLOW_REGULAR,1
20.94,baseline,mMTC,31,32.07,-107.83,4.38,264,37.14,1,DIRECT_PRB,NONE_UNMANAGED,0
20.94,rdl_phase1,mMTC,31,71.69,-108.63,18.28,162,34.19,0,NONE,ALLOW_REGULAR,1
21.14,baseline,URLLC,34,32.7,-96.95,8.51,154,43.0,0,NONE,NONE_UNMANAGED,1
21.14,rdl_phase1,URLLC,34,24.19,-87.92,9.7,134,30.76,0,NONE,ALLOW_REGULAR,1
21.34,baseline,eMBB,27,42.73,-84.67,17.1,204,43.0,0,NONE,NONE_UNMANAGED,1
21.34,rdl_phase1,eMBB,25,26.52,-86.77,23.09,129,37.74,0,NONE,ALLOW_REGULAR,1
21.54,baseline,mMTC,27,30.32,-85.19,3.95,193,37.92,1,POWER_OVERLOAD,NONE_UNMANAGED,0
21.54,rdl_phase1,mMTC,19,73.61,-80.99,18.99,225,37.3,1,DIRECT_PRB,QOS_BOOST_URLLC,1
21.74,baseline,URLLC,17,71.68,-95.18,10.32,142,39.51,0,NONE,NONE_UNMANAGED,1
21.74,rdl_phase1,URLLC,25,95.81,-92.98,7.21,85,31.24,0,NONE,ALLOW_REGULAR,1
21.95,baseline,eMBB,24,87.55,-106.46,19.73,263,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
21.95,rdl_phase1,eMBB,31,23.02,-98.21,19.63,83,34.78,0,NONE,ALLOW_REGULAR,1
22.15,baseline,mMTC,19,32.98,-80.9,19.74,257,43.0,0,NONE,NONE_UNMANAGED,1
22.15,rdl_phase1,mMTC,29,23.5,-97.25,18.55,163,34.88,0,NONE,ALLOW_REGULAR,1
22.35,baseline,URLLC,29,38.72,-101.63,24.21,250,38.35,0,NONE,NONE_UNMANAGED,1
22.35,rdl_phase1,URLLC,26,74.26,-90.04,12.13,246,32.25,1,DIRECT_PRB,QOS_BOOST_URLLC,1
22.55,baseline,eMBB,27,60.23,-95.35,5.73,101,43.0,0,NONE,NONE_UNMANAGED,1
22.55,rdl_phase1,eMBB,19,89.84,-108.17,13.05,145,34.44,0,NONE,ALLOW_REGULAR,1
22.75,baseline,mMTC,18,76.91,-91.94,4.87,71,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
22.75,rdl_phase1,mMTC,23,55.95,-92.03,21.11,73,37.57,0,NONE,ALLOW_REGULAR,1
22.95,baseline,URLLC,22,85.34,-79.04,23.4,156,35.02,0,NONE,NONE_UNMANAGED,1
22.95,rdl_phase1,URLLC,22,50.89,-107.14,7.16,131,37.45,0,NONE,ALLOW_REGULAR,1
23.15,baseline,eMBB,25,83.31,-105.18,8.6,262,38.31,1,DIRECT_PRB,NONE_UNMANAGED,0
23.15,rdl_phase1,eMBB,30,55.89,-109.82,3.82,115,31.73,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
23.36,baseline,mMTC,19,63.9,-84.55,14.14,78,43.0,0,NONE,NONE_UNMANAGED,1
23.36,rdl_phase1,mMTC,22,44.09,-108.33,11.66,253,34.98,0,NONE,ALLOW_REGULAR,1
23.56,baseline,URLLC,17,28.87,-78.32,15.72,54,43.0,0,NONE,NONE_UNMANAGED,1
23.56,rdl_phase1,URLLC,33,39.36,-104.97,11.87,207,32.82,0,NONE,ALLOW_REGULAR,1
23.76,baseline,eMBB,33,53.33,-86.75,3.97,142,35.26,1,POWER_OVERLOAD,NONE_UNMANAGED,0
