seed,scenario,urllc_latency_mean_ms,urllc_latency_p99_ms,urllc_sla_violation_pct,conflict_occurrence_pct,throughput_total_mbps,pdr_pct,jain_fairness,ping_pong_ev_min,mean_tx_power_dbm,decision_latency_ms
1023,RDL_Phase1,2.91,3.06,0.0,0.5,1121.47,99.25,0.9299,0.0,32.42,14.93
1024,Baseline,15.72,143.25,34.7,36.49,166.58,34.02,0.1716,22.9,36.76,0.0
1024,RDL_Phase1,2.72,3.07,0.0,0.87,1083.46,99.73,0.909,0.0,34.14,13.66
1025,Baseline,14.79,161.27,27.86,28.0,173.65,30.86,0.1318,19.4,39.61,0.0
1025,RDL_Phase1,2.96,3.64,0.0,0.61,1153.38,99.55,0.9269,0.0,34.03,13.59
1026,Baseline,13.64,132.8,23.39,32.18,144.55,40.87,0.1458,16.8,40.73,0.0
1026,RDL_Phase1,2.58,3.14,0.0,0.75,1182.48,99.96,0.9059,0.0,33.2,12.72
1027,Baseline,12.22,125.81,29.13,36.46,156.59,40.68,0.1866,26.7,40.86,0.0
1027,RDL_Phase1,3.0,2.83,0.0,0.33,1041.53,99.44,0.9088,0.0,34.08,15.87
1028,Baseline,10.64,144.87,34.61,29.52,129.67,34.92,0.1967,20.4,37.0,0.0
1028,RDL_Phase1,2.79,3.0,0.0,0.98,1086.92,99.26,0.9415,0.0,33.52,13.25
1029,Baseline,11.61,131.71,32.48,35.29,159.51,43.39,0.1174,13.3,37.95,0.0
1029,RDL_Phase1,2.85,3.34,0.0,0.36,1062.86,99.73,0.9368,0.0,32.24,14.01
1030,Baseline,7.66,124.9,31.27,30.46,144.31,47.75,0.1095,19.1,39.08,0.0
1030,RDL_Phase1,2.7,3.13,0.0,0.56,1077.14,99.36,0.9235,0.0,34.05,17.77
