time_slot_s,scenario,slice_type,ue_count,traffic_load_mbps,rsrp_dbm,sinr_db,prb_demanded,tx_power_dbm,conflict_flag,conflict_type,rdl_action,sla_met
1.81,rdl_phase1,URLLC,27,89.77,-79.95,7.12,259,37.35,1,DIRECT_PRB,QOS_BOOST_URLLC,1
1.81,rdl_phase2,URLLC,26,44.42,-82.16,7.23,56,32.62,0,NONE,ALLOW_REGULAR,1
2.01,baseline,eMBB,27,46.26,-79.75,24.24,121,35.09,0,NONE,NONE_UNMANAGED,1
2.01,rdl_phase1,eMBB,32,46.49,-109.03,22.17,116,31.43,0,NONE,ALLOW_REGULAR,1
2.01,rdl_phase2,eMBB,23,23.06,-89.12,9.95,251,30.2,0,NONE,ALLOW_REGULAR,1
2.21,baseline,mMTC,34,98.74,-105.95,22.69,98,37.09,0,NONE,NONE_UNMANAGED,1
2.21,rdl_phase1,mMTC,15,61.59,-81.77,17.8,239,35.9,1,DIRECT_PRB,QOS_BOOST_URLLC,1
2.21,rdl_phase2,mMTC,21,49.14,-107.55,17.28,134,32.36,0,NONE,ALLOW_REGULAR,1
2.42,baseline,URLLC,18,77.58,-99.49,9.11,154,36.97,0,NONE,NONE_UNMANAGED,1
2.42,rdl_phase1,URLLC,32,30.18,-95.28,23.63,223,35.99,0,NONE,ALLOW_REGULAR,1
2.42,rdl_phase2,URLLC,20,69.24,-99.47,14.6,50,30.13,0,NONE,ALLOW_REGULAR,1
2.62,baseline,eMBB,21,54.39,-89.7,17.06,169,36.76,0,NONE,NONE_UNMANAGED,1
2.62,rdl_phase1,eMBB,31,57.85,-78.46,20.31,93,35.27,0,NONE,ALLOW_REGULAR,1
2.62,rdl_phase2,eMBB,24,61.24,-87.85,9.71,259,34.66,1,DIRECT_PRB,MARL_JOINT_OPT,1
2.82,baseline,mMTC,22,73.82,-102.14,6.58,56,39.84,0,NONE,NONE_UNMANAGED,1
2.82,rdl_phase1,mMTC,34,87.98,-107.45,11.53,211,34.61,1,DIRECT_PRB,QOS_BOOST_URLLC,1
2.82,rdl_phase2,mMTC,27,59.55,-101.46,17.09,51,34.25,0,NONE,ALLOW_REGULAR,1
3.02,baseline,URLLC,18,82.27,-102.34,20.49,228,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
3.02,rdl_phase1,URLLC,16,64.59,-77.89,4.79,84,36.41,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
3.02,rdl_phase2,URLLC,31,99.03,-89.16,23.85,163,32.29,0,NONE,ALLOW_REGULAR,1
3.22,baseline,eMBB,31,54.14,-78.26,12.26,90,43.0,0,NONE,NONE_UNMANAGED,1
3.22,rdl_phase1,eMBB,30,56.01,-83.69,21.32,120,36.13,0,NONE,ALLOW_REGULAR,1
3.22,rdl_phase2,eMBB,31,58.77,-101.63,12.12,232,30.0,0,NONE,ALLOW_REGULAR,1
3.42,baseline,mMTC,23,46.87,-78.74,3.85,88,36.94,1,POWER_OVERLOAD,NONE_UNMANAGED,0
3.42,rdl_phase1,mMTC,21,25.14,-95.73,14.48,156,30.5,0,NONE,ALLOW_REGULAR,1
3.42,rdl_phase2,mMTC,28,51.16,-83.06,23.76,55,34.0,0,NONE,ALLOW_REGULAR,1
3.62,baseline,URLLC,33,50.43,-109.79,10.09,242,38.92,0,NONE,NONE_UNMANAGED,1
3.62,rdl_phase1,URLLC,28,63.06,-84.29,20.4,106,33.91,0,NONE,ALLOW_REGULAR,1
3.62,rdl_phase2,URLLC,23,54.87,-108.98,9.73,223,33.59,0,NONE,ALLOW_REGULAR,1
3.83,baseline,eMBB,20,87.24,-77.82,24.56,186,33.94,1,POWER_OVERLOAD,NONE_UNMANAGED,0
3.83,rdl_phase1,eMBB,33,73.04,-107.06,11.86,271,33.69,1,DIRECT_PRB,QOS_BOOST_URLLC,1
3.83,rdl_phase2,eMBB,16,40.81,-98.54,12.46,136,33.33,0,NONE,ALLOW_REGULAR,1
4.03,baseline,mMTC,27,42.26,-76.71,11.7,263,30.19,0,NONE,NONE_UNMANAGED,1
4.03,rdl_phase1,mMTC,32,24.17,-76.68,7.16,67,36.25,0,NONE,ALLOW_REGULAR,1
4.03,rdl_phase2,mMTC,16,80.34,-76.76,6.59,55,32.35,0,NONE,ALLOW_REGULAR,1
4.23,baseline,URLLC,22,30.1,-86.57,14.97,105,32.56,0,NONE,NONE_UNMANAGED,1
4.23,rdl_phase1,URLLC,26,33.42,-88.75,19.2,79,36.22,0,NONE,ALLOW_REGULAR,1
4.23,rdl_phase2,URLLC,20,97.18,-106.22,2.59,129,32.03,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
4.43,baseline,eMBB,27,51.73,-84.97,3.75,226,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
4.43,rdl_phase1,eMBB,22,28.15,-82.96,21.56,203,36.44,0,NONE,ALLOW_REGULAR,1
4.43,rdl_phase2,eMBB,33,82.61,-97.85,11.85,144,28.48,0,NONE,ALLOW_REGULAR,1
4.63,baseline,mMTC,25,21.01,-95.3,13.27,160,43.0,0,NONE,NONE_UNMANAGED,1
4.63,rdl_phase1,mMTC,29,76.58,-94.76,18.88,216,32.16,1,DIRECT_PRB,QOS_BOOST_URLLC,1
4.63,rdl_phase2,mMTC,32,81.97,-93.73,20.99,201,29.88,1,DIRECT_PRB,MARL_JOINT_OPT,1
4.83,baseline,URLLC,22,86.46,-106.97,22.28,112,43.0,0,NONE,NONE_UNMANAGED,1
4.83,rdl_phase1,URLLC,33,68.83,-96.74,2.66,267,32.6,1,DIRECT_PRB,QOS_BOOST_URLLC,1
4.83,rdl_phase2,URLLC,30,36.97,-82.08,9.83,202,32.91,0,NONE,ALLOW_REGULAR,1
5.03,baseline,eMBB,23,64.46,-91.92,6.39,111,43.0,0,NONE,NONE_UNMANAGED,1
5.03,rdl_phase1,eMBB,30,64.41,-101.59,12.95,232,33.93,1,DIRECT_PRB,QOS_BOOST_URLLC,1
5.03,rdl_phase2,eMBB,15,27.44,-102.24,17.91,128,32.65,0,NONE,ALLOW_REGULAR,1
5.23,baseline,mMTC,26,57.86,-91.42,11.79,240,43.0,0,NONE,NONE_UNMANAGED,1
5.23,rdl_phase1,mMTC,26,76.23,-100.52,7.78,80,35.77,0,NONE,ALLOW_REGULAR,1
5.23,rdl_phase2,mMTC,25,29.56,-91.24,19.53,97,29.34,0,NONE,ALLOW_REGULAR,1
5.44,baseline,URLLC,30,42.12,-89.36,19.48,202,31.01,0,NONE,NONE_UNMANAGED,1
5.44,rdl_phase1,URLLC,21,43.7,-97.37,8.95,231,34.27,0,NONE,ALLOW_REGULAR,1
5.44,rdl_phase2,URLLC,23,23.64,-108.09,8.72,82,32.47,0,NONE,ALLOW_REGULAR,1
5.64,baseline,eMBB,30,28.21,-109.57,8.54,172,31.84,0,NONE,NONE_UNMANAGED,1
5.64,rdl_phase1,eMBB,16,40.2,-79.84,4.62,66,33.21,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
5.64,rdl_phase2,eMBB,17,66.16,-85.97,5.49,257,31.94,1,DIRECT_PRB,MARL_JOINT_OPT,1
5.84,baseline,mMTC,24,26.81,-101.31,14.84,156,43.0,0,NONE,NONE_UNMANAGED,1
5.84,rdl_phase1,mMTC,34,38.05,-91.71,12.36,163,32.38,0,NONE,ALLOW_REGULAR,1
5.84,rdl_phase2,mMTC,33,99.2,-99.31,16.28,206,34.72,1,DIRECT_PRB,MARL_JOINT_OPT,1
6.04,baseline,URLLC,18,95.81,-102.73,6.85,219,32.4,1,DIRECT_PRB,NONE_UNMANAGED,0
6.04,rdl_phase1,URLLC,32,26.01,-109.91,12.36,202,33.76,0,NONE,ALLOW_REGULAR,1
6.04,rdl_phase2,URLLC,16,38.52,-85.26,18.17,166,28.5,0,NONE,ALLOW_REGULAR,1
6.24,baseline,eMBB,22,93.91,-82.43,16.38,219,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
6.24,rdl_phase1,eMBB,21,54.01,-90.94,16.9,118,36.61,0,NONE,ALLOW_REGULAR,1
6.24,rdl_phase2,eMBB,17,24.77,-82.26,15.69,261,31.98,0,NONE,ALLOW_REGULAR,1
6.44,baseline,mMTC,24,55.13,-93.6,8.99,153,43.0,0,NONE,NONE_UNMANAGED,1
6.44,rdl_phase1,mMTC,31,63.2,-94.68,15.75,160,35.88,0,NONE,ALLOW_REGULAR,1
6.44,rdl_phase2,mMTC,34,40.03,-106.8,24.12,264,34.02,0,NONE,ALLOW_REGULAR,1
6.64,baseline,URLLC,33,96.06,-75.01,17.46,118,43.0,0,NONE,NONE_UNMANAGED,1
6.64,rdl_phase1,URLLC,20,57.64,-87.2,23.07,96,37.98,0,NONE,ALLOW_REGULAR,1
6.64,rdl_phase2,URLLC,28,70.78,-92.79,4.1,139,30.86,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
6.85,baseline,eMBB,25,73.61,-79.98,9.59,227,36.63,1,DIRECT_PRB,NONE_UNMANAGED,0
6.85,rdl_phase1,eMBB,27,85.09,-90.75,12.46,130,32.02,0,NONE,ALLOW_REGULAR,1
6.85,rdl_phase2,eMBB,18,97.61,-95.85,13.84,50,32.6,0,NONE,ALLOW_REGULAR,1
7.05,baseline,mMTC,32,56.96,-108.1,13.92,209,43.0,0,NONE,NONE_UNMANAGED,1
7.05,rdl_phase1,mMTC,29,80.8,-102.88,14.63,123,33.5,0,NONE,ALLOW_REGULAR,1
7.05,rdl_phase2,mMTC,30,29.71,-75.94,16.0,111,32.97,0,NONE,ALLOW_REGULAR,1
7.25,baseline,URLLC,24,64.07,-90.67,4.14,265,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
7.25,rdl_phase1,URLLC,29,95.76,-87.33,5.54,233,32.33,1,DIRECT_PRB,QOS_BOOST_URLLC,1
7.25,rdl_phase2,URLLC,23,53.24,-93.11,12.86,166,31.86,0,NONE,ALLOW_REGULAR,1
7.45,baseline,eMBB,27,35.25,-89.02,19.16,84,43.0,0,NONE,NONE_UNMANAGED,1
7.45,rdl_phase1,eMBB,23,81.81,-80.1,9.82,251,34.06,1,DIRECT_PRB,QOS_BOOST_URLLC,1
7.45,rdl_phase2,eMBB,15,42.63,-99.55,15.5,218,31.43,0,NONE,ALLOW_REGULAR,1
7.65,baseline,mMTC,19,55.72,-93.05,9.65,245,43.0,0,NONE,NONE_UNMANAGED,1
7.65,rdl_phase1,mMTC,29,94.63,-79.56,24.56,111,34.57,0,NONE,ALLOW_REGULAR,1
7.65,rdl_phase2,mMTC,22,88.48,-95.62,9.32,171,32.94,0,NONE,ALLOW_REGULAR,1
7.85,baseline,URLLC,27,50.89,-86.77,20.88,88,30.37,0,NONE,NONE_UNMANAGED,1
7.85,rdl_phase1,URLLC,31,97.23,-98.38,4.31,266,33.52,1,DIRECT_PRB,QOS_BOOST_URLLC,1
7.85,rdl_phase2,URLLC,31,92.84,-109.46,5.32,272,32.58,1,DIRECT_PRB,MARL_JOINT_OPT,1
8.05,baseline,eMBB,19,25.99,-82.65,8.1,209,43.0,0,NONE,NONE_UNMANAGED,1
8.05,rdl_phase1,eMBB,17,88.14,-80.17,21.76,147,37.63,0,NONE,ALLOW_REGULAR,1
8.05,rdl_phase2,eMBB,30,89.79,-108.74,3.57,211,32.79,1,DIRECT_PRB,MARL_JOINT_OPT,1
8.26,baseline,mMTC,24,99.79,-83.86,11.98,75,43.0,0,NONE,NONE_UNMANAGED,1
8.26,rdl_phase1,mMTC,18,55.49,-85.71,22.78,61,32.59,0,NONE,ALLOW_REGULAR,1
8.26,rdl_phase2,mMTC,16,43.47,-96.88,5.35,185,30.88,0,NONE,ALLOW_REGULAR,1
8.46,baseline,URLLC,20,33.6,-107.24,22.03,208,43.0,0,NONE,NONE_UNMANAGED,1
8.46,rdl_phase1,URLLC,30,93.03,-104.99,12.61,115,33.68,0,NONE,ALLOW_REGULAR,1
8.46,rdl_phase2,URLLC,15,91.91,-93.72,8.62,189,29.11,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
8.66,baseline,eMBB,29,95.62,-75.43,8.88,158,43.0,0,NONE,NONE_UNMANAGED,1
8.66,rdl_phase1,eMBB,29,87.62,-103.03,10.85,173,30.85,0,NONE,ALLOW_REGULAR,1
8.66,rdl_phase2,eMBB,27,65.75,-89.88,24.83,125,28.15,0,NONE,ALLOW_REGULAR,1
8.86,baseline,mMTC,27,41.96,-90.19,17.77,240,43.0,0,NONE,NONE_UNMANAGED,1
8.86,rdl_phase1,mMTC,34,79.61,-80.85,22.77,248,36.39,1,DIRECT_PRB,QOS_BOOST_URLLC,1
8.86,rdl_phase2,mMTC,34,84.15,-102.33,6.37,114,32.74,0,NONE,ALLOW_REGULAR,1
9.06,baseline,URLLC,19,70.26,-78.38,16.87,129,43.0,0,NONE,NONE_UNMANAGED,1
9.06,rdl_phase1,URLLC,16,66.37,-84.37,4.07,125,32.61,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
9.06,rdl_phase2,URLLC,28,34.05,-105.37,14.41,143,31.72,0,NONE,ALLOW_REGULAR,1
9.26,baseline,eMBB,23,86.44,-101.01,20.97,173,43.0,0,NONE,NONE_UNMANAGED,1
9.26,rdl_phase1,eMBB,24,79.72,-98.14,4.65,69,31.13,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
9.26,rdl_phase2,eMBB,22,88.81,-84.65,24.54,266,33.63,1,DIRECT_PRB,MARL_JOINT_OPT,1
9.46,baseline,mMTC,26,27.22,-96.19,8.08,81,36.73,0,NONE,NONE_UNMANAGED,1
9.46,rdl_phase1,mMTC,23,66.76,-81.22,23.63,77,35.4,0,NONE,ALLOW_REGULAR,1
9.46,rdl_phase2,mMTC,30,22.0,-79.05,14.91,206,29.55,0,NONE,ALLOW_REGULAR,1
9.66,baseline,URLLC,17,70.83,-93.75,18.12,216,31.4,1,DIRECT_PRB,NONE_UNMANAGED,0
9.66,rdl_phase1,URLLC,16,44.35,-92.76,4.24,187,31.09,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
9.66,rdl_phase2,URLLC,29,49.68,-76.77,18.02,188,30.93,0,NONE,ALLOW_REGULAR,1
9.87,baseline,eMBB,19,90.83,-87.08,21.17,207,39.52,1,DIRECT_PRB,NONE_UNMANAGED,0
9.87,rdl_phase1,eMBB,16,75.22,-102.4,12.23,110,36.84,0,NONE,ALLOW_REGULAR,1
9.87,rdl_phase2,eMBB,18,98.47,-97.14,22.74,215,30.51,1,DIRECT_PRB,MARL_JOINT_OPT,1
10.07,baseline,mMTC,27,42.07,-76.11,23.83,260,36.63,0,NONE,NONE_UNMANAGED,1
10.07,rdl_phase1,mMTC,34,97.69,-108.23,9.67,82,36.3,0,NONE,ALLOW_REGULAR,1
10.07,rdl_phase2,mMTC,21,25.49,-83.22,6.76,105,33.69,0,NONE,ALLOW_REGULAR,1
10.27,baseline,URLLC,22,46.28,-104.84,22.71,50,39.84,0,NONE,NONE_UNMANAGED,1
10.27,rdl_phase1,URLLC,19,63.22,-82.05,4.53,271,30.21,1,DIRECT_PRB,QOS_BOOST_URLLC,1
10.27,rdl_phase2,URLLC,15,48.66,-82.4,15.54,54,29.22,0,NONE,ALLOW_REGULAR,1
10.47,baseline,eMBB,16,30.14,-95.27,4.61,66,37.78,1,POWER_OVERLOAD,NONE_UNMANAGED,0
10.47,rdl_phase1,eMBB,31,67.49,-94.18,7.1,207,30.35,1,DIRECT_PRB,QOS_BOOST_URLLC,1
10.47,rdl_phase2,eMBB,31,44.13,-87.48,2.72,172,33.93,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
10.67,baseline,mMTC,28,74.89,-92.84,22.92,68,43.0,0,NONE,NONE_UNMANAGED,1
10.67,rdl_phase1,mMTC,25,68.66,-107.7,8.33,212,34.68,1,DIRECT_PRB,QOS_BOOST_URLLC,1
10.67,rdl_phase2,mMTC,25,50.47,-89.09,8.78,179,32.24,0,NONE,ALLOW_REGULAR,1
10.87,baseline,URLLC,18,83.45,-106.0,17.06,246,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
10.87,rdl_phase1,URLLC,21,54.41,-78.92,11.52,261,33.63,0,NONE,ALLOW_REGULAR,1
10.87,rdl_phase2,URLLC,28,78.37,-99.06,9.19,115,30.62,0,NONE,ALLOW_REGULAR,1
11.07,baseline,eMBB,19,74.95,-93.4,4.1,71,30.97,1,POWER_OVERLOAD,NONE_UNMANAGED,0
11.07,rdl_phase1,eMBB,26,84.94,-90.53,15.49,193,34.49,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
11.07,rdl_phase2,eMBB,18,52.86,-79.42,23.65,158,34.08,0,NONE,ALLOW_REGULAR,1
11.28,baseline,mMTC,16,97.47,-88.99,10.09,197,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
11.28,rdl_phase1,mMTC,19,72.54,-102.15,4.49,266,34.45,1,DIRECT_PRB,QOS_BOOST_URLLC,1
11.28,rdl_phase2,mMTC,18,81.01,-89.91,20.57,266,31.93,1,DIRECT_PRB,MARL_JOINT_OPT,1
11.48,baseline,URLLC,34,69.09,-87.51,2.6,218,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
11.48,rdl_phase1,URLLC,23,22.32,-100.44,19.54,136,32.81,0,NONE,ALLOW_REGULAR,1
11.48,rdl_phase2,URLLC,20,89.59,-90.18,11.22,86,33.19,0,NONE,ALLOW_REGULAR,1
11.68,baseline,eMBB,15,27.34,-91.43,10.65,166,33.7,0,NONE,NONE_UNMANAGED,1
11.68,rdl_phase1,eMBB,25,82.15,-90.13,3.95,63,31.24,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
11.68,rdl_phase2,eMBB,34,23.98,-107.14,12.19,158,31.4,0,NONE,ALLOW_REGULAR,1
11.88,baseline,mMTC,29,53.13,-102.46,13.78,138,32.83,0,NONE,NONE_UNMANAGED,1
11.88,rdl_phase1,mMTC,33,58.93,-86.65,3.04,151,37.88,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
11.88,rdl_phase2,mMTC,16,20.61,-99.45,6.86,85,33.35,0,NONE,ALLOW_REGULAR,1
12.08,baseline,URLLC,24,46.25,-109.73,19.18,94,35.33,0,NONE,NONE_UNMANAGED,1
12.08,rdl_phase1,URLLC,22,60.02,-80.83,20.54,68,33.18,0,NONE,ALLOW_REGULAR,1
12.08,rdl_phase2,URLLC,16,54.9,-93.91,3.79,130,32.03,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
12.28,baseline,eMBB,33,52.35,-87.6,8.66,153,33.25,0,NONE,NONE_UNMANAGED,1
12.28,rdl_phase1,eMBB,34,56.81,-85.86,10.32,161,36.76,0,NONE,ALLOW_REGULAR,1
12.28,rdl_phase2,eMBB,22,54.85,-95.98,3.81,272,30.17,1,DIRECT_PRB,MARL_JOINT_OPT,1
12.48,baseline,mMTC,25,37.73,-82.73,3.76,212,35.1,1,DIRECT_PRB,NONE_UNMANAGED,0
12.48,rdl_phase1,mMTC,26,48.09,-76.46,16.85,87,31.89,0,NONE,ALLOW_REGULAR,1
12.48,rdl_phase2,mMTC,19,40.48,-103.93,5.52,244,32.59,0,NONE,ALLOW_REGULAR,1
12.68,baseline,URLLC,20,96.1,-88.02,12.67,194,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
12.68,rdl_phase1,URLLC,29,74.49,-79.13,16.79,209,32.59,1,DIRECT_PRB,QOS_BOOST_URLLC,1
12.68,rdl_phase2,URLLC,25,32.08,-107.61,12.17,127,33.57,0,NONE,ALLOW_REGULAR,1
12.89,baseline,eMBB,33,24.49,-92.24,9.14,165,33.69,0,NONE,NONE_UNMANAGED,1
12.89,rdl_phase1,eMBB,24,26.14,-79.75,21.67,207,34.75,0,NONE,ALLOW_REGULAR,1
12.89,rdl_phase2,eMBB,27,57.02,-90.6,20.21,60,31.15,0,NONE,ALLOW_REGULAR,1
13.09,baseline,mMTC,33,72.15,-98.75,12.94,88,43.0,0,NONE,NONE_UNMANAGED,1
13.09,rdl_phase1,mMTC,29,28.28,-78.53,9.9,232,30.67,0,NONE,ALLOW_REGULAR,1
13.09,rdl_phase2,mMTC,20,23.13,-85.23,24.79,184,31.66,0,NONE,ALLOW_REGULAR,1
13.29,baseline,URLLC,20,49.11,-77.87,10.91,248,35.98,0,NONE,NONE_UNMANAGED,1
13.29,rdl_phase1,URLLC,25,25.27,-106.69,17.6,122,32.02,0,NONE,ALLOW_REGULAR,1
13.29,rdl_phase2,URLLC,34,89.86,-98.33,15.4,86,34.42,0,NONE,ALLOW_REGULAR,1
13.49,baseline,eMBB,24,97.42,-85.55,11.02,202,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
13.49,rdl_phase1,eMBB,17,44.77,-96.82,20.21,258,31.02,0,NONE,ALLOW_REGULAR,1
13.49,rdl_phase2,eMBB,31,27.48,-86.53,13.7,54,30.54,0,NONE,ALLOW_REGULAR,1
13.69,baseline,mMTC,20,96.09,-98.04,19.62,99,31.38,0,NONE,NONE_UNMANAGED,1
13.69,rdl_phase1,mMTC,17,43.66,-82.42,13.68,188,36.68,0,NONE,ALLOW_REGULAR,1
13.69,rdl_phase2,mMTC,31,23.02,-98.21,19.63,83,32.18,0,NONE,ALLOW_REGULAR,1
13.89,baseline,URLLC,19,32.98,-80.9,19.74,257,43.0,0,NONE,NONE_UNMANAGED,1
13.89,rdl_phase1,URLLC,29,23.5,-97.25,18.55,163,34.88,0,NONE,ALLOW_REGULAR,1
13.89,rdl_phase2,URLLC,29,38.72,-101.63,24.21,250,31.28,0,NONE,ALLOW_REGULAR,1
14.09,baseline,eMBB,21,49.43,-76.85,24.64,168,43.0,0,NONE,NONE_UNMANAGED,1
14.09,rdl_phase1,eMBB,27,60.23,-95.35,5.73,101,36.41,0,NONE,ALLOW_REGULAR,1
14.09,rdl_phase2,eMBB,19,89.84,-108.17,13.05,145,31.88,0,NONE,ALLOW_REGULAR,1
14.3,baseline,mMTC,18,76.91,-91.94,4.87,71,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
14.3,rdl_phase1,mMTC,23,55.95,-92.03,21.11,73,37.57,0,NONE,ALLOW_REGULAR,1
14.3,rdl_phase2,mMTC,22,85.34,-79.04,23.4,156,28.37,0,NONE,ALLOW_REGULAR,1
14.5,baseline,URLLC,31,49.92,-96.48,3.88,107,39.31,1,POWER_OVERLOAD,NONE_UNMANAGED,0
14.5,rdl_phase1,URLLC,25,83.31,-105.18,8.6,262,33.78,1,DIRECT_PRB,QOS_BOOST_URLLC,1
14.5,rdl_phase2,URLLC,19,80.71,-93.58,16.15,70,28.13,0,NONE,ALLOW_REGULAR,1
14.7,baseline,eMBB,21,86.8,-90.79,18.73,185,37.76,1,POWER_OVERLOAD,NONE_UNMANAGED,0
14.7,rdl_phase1,eMBB,22,44.09,-108.33,11.66,253,34.98,0,NONE,ALLOW_REGULAR,1
14.7,rdl_phase2,eMBB,17,28.87,-78.32,15.72,54,32.42,0,NONE,ALLOW_REGULAR,1
14.9,baseline,mMTC,33,39.36,-104.97,11.87,207,35.71,0,NONE,NONE_UNMANAGED,1
14.9,rdl_phase1,mMTC,20,73.15,-107.0,24.42,67,37.63,0,NONE,ALLOW_REGULAR,1
14.9,rdl_phase2,mMTC,32,60.59,-75.41,14.75,149,34.11,0,NONE,ALLOW_REGULAR,1
15.1,baseline,URLLC,16,70.85,-75.66,7.83,54,30.68,0,NONE,NONE_UNMANAGED,1
15.1,rdl_phase1,URLLC,22,78.64,-88.01,19.74,238,36.05,1,DIRECT_PRB,QOS_BOOST_URLLC,1
15.1,rdl_phase2,URLLC,19,23.55,-90.89,20.71,94,33.81,0,NONE,ALLOW_REGULAR,1
15.3,baseline,eMBB,29,98.47,-93.25,6.19,84,37.76,0,NONE,NONE_UNMANAGED,1
15.3,rdl_phase1,eMBB,29,22.96,-102.94,20.2,60,32.52,0,NONE,ALLOW_REGULAR,1
15.3,rdl_phase2,eMBB,24,61.23,-75.38,14.49,114,28.26,0,NONE,ALLOW_REGULAR,1
15.5,baseline,mMTC,21,42.89,-79.83,3.1,217,31.24,1,DIRECT_PRB,NONE_UNMANAGED,0
15.5,rdl_phase1,mMTC,26,54.96,-96.0,12.11,148,32.71,0,NONE,ALLOW_REGULAR,1
15.5,rdl_phase2,mMTC,20,59.7,-92.59,23.26,182,29.87,0,NONE,ALLOW_REGULAR,1
