scenario,flow_id,slice_type,tx_pkts,rx_pkts,lost_pkts,delivery_ratio_pct,mean_delay_ms,throughput_mbps,sla_violated
baseline,22,URLLC,0,0,0,0.0,0.0,0.0,0
baseline,23,eMBB,0,0,0,0.0,0.0,0.0,0
baseline,34,URLLC,0,0,0,0.0,0.0,0.0,0
baseline,24,URLLC,0,0,0,0.0,0.0,0.0,0
baseline,36,URLLC,0,0,0,0.0,0.0,0.0,0
baseline,35,eMBB,0,0,0,0.0,0.0,0.0,0
baseline,1,URLLC,0,0,0,0.0,0.0,0.0,0
baseline,4,URLLC,0,0,0,0.0,0.0,0.0,0
baseline,3,URLLC,0,0,0,0.0,0.0,0.0,0
baseline,2,eMBB,0,0,0,0.0,0.0,0.0,0
rdl_phase1,1,URLLC,1000,997,2,99.7,2.75,26.93,0
rdl_phase1,2,eMBB,1000,992,7,99.29,11.19,45.07,0
rdl_phase1,3,mMTC,1000,995,4,99.57,12.1,19.19,0
rdl_phase1,4,URLLC,1000,997,2,99.75,2.71,38.21,0
rdl_phase1,5,eMBB,1000,993,6,99.37,12.68,39.8,0
rdl_phase1,6,mMTC,1000,997,2,99.75,11.7,41.57,0
rdl_phase1,7,URLLC,1000,992,7,99.22,2.81,45.93,0
rdl_phase1,8,eMBB,1000,996,3,99.64,11.31,24.22,0
rdl_phase1,9,mMTC,1000,998,1,99.87,13.07,21.87,0
rdl_phase1,10,URLLC,1000,991,8,99.19,2.72,42.15,0
rdl_phase1,11,eMBB,1000,994,5,99.47,12.52,56.92,0
rdl_phase1,12,mMTC,1000,996,3,99.61,8.77,40.08,0
rdl_phase1,13,URLLC,1000,991,8,99.17,3.03,41.09,0
rdl_phase1,14,eMBB,1000,993,6,99.32,9.31,19.83,0
rdl_phase1,15,mMTC,1000,998,1,99.88,11.71,27.31,0
rdl_phase1,16,URLLC,1000,998,1,99.86,3.09,29.12,0
rdl_phase1,17,eMBB,1000,996,3,99.62,10.37,26.38,0
rdl_phase1,18,mMTC,1000,997,2,99.71,10.21,55.47,0
rdl_phase1,19,URLLC,1000,997,2,99.8,2.51,47.17,0
rdl_phase1,20,eMBB,1000,998,1,99.8,9.52,33.18,0
rdl_phase1,21,mMTC,1000,994,5,99.45,14.07,45.38,0
rdl_phase1,22,URLLC,1000,991,8,99.19,2.77,49.04,0
rdl_phase1,23,eMBB,1000,996,3,99.67,11.56,28.71,0
rdl_phase1,24,mMTC,1000,997,2,99.76,11.96,55.72,0
rdl_phase1,25,URLLC,1000,993,6,99.36,3.02,33.83,0
rdl_phase1,26,eMBB,1000,991,8,99.13,10.4,36.35,0
rdl_phase1,27,mMTC,1000,994,5,99.44,11.37,28.51,0
rdl_phase1,28,URLLC,1000,994,5,99.42,3.06,53.91,0
rdl_phase1,29,eMBB,1000,990,9,99.05,10.48,38.38,0
rdl_phase1,30,mMTC,1000,998,1,99.87,12.25,19.88,0
rdl_phase2,1,URLLC,1000,997,2,99.72,2.01,41.42,0
rdl_phase2,2,eMBB,1000,999,0,99.97,10.27,39.55,0
rdl_phase2,3,mMTC,1000,996,3,99.66,10.67,61.6,0
rdl_phase2,4,URLLC,1000,999,0,99.99,1.85,55.15,0
rdl_phase2,5,eMBB,1000,998,1,99.9,8.58,51.48,0
rdl_phase2,6,mMTC,1000,999,0,99.95,7.85,42.0,0
rdl_phase2,7,URLLC,1000,996,3,99.69,1.49,34.12,0
rdl_phase2,8,eMBB,1000,998,1,99.82,10.05,30.22,0
rdl_phase2,9,mMTC,1000,998,1,99.89,11.27,51.39,0
rdl_phase2,10,URLLC,1000,997,2,99.78,1.69,29.03,0
rdl_phase2,11,eMBB,1000,997,2,99.73,9.32,46.4,0
rdl_phase2,12,mMTC,1000,999,0,99.99,7.71,36.91,0
rdl_phase2,13,URLLC,1000,996,3,99.69,2.19,60.26,0
rdl_phase2,14,eMBB,1000,998,1,99.89,9.54,24.66,0
rdl_phase2,15,mMTC,1000,999,0,99.96,11.29,44.36,0
rdl_phase2,16,URLLC,1000,999,0,99.97,1.6,56.99,0
rdl_phase2,17,eMBB,1000,998,1,99.83,9.26,47.29,0
rdl_phase2,18,mMTC,1000,998,1,99.9,8.57,62.13,0
rdl_phase2,19,URLLC,1000,998,1,99.81,1.76,55.58,0
rdl_phase2,20,eMBB,1000,999,0,99.92,9.58,36.34,0
rdl_phase2,21,mMTC,1000,998,1,99.84,10.94,45.81,0
rdl_phase2,22,URLLC,1000,999,0,99.95,1.84,32.34,0
rdl_phase2,23,eMBB,1000,999,0,99.91,8.36,32.13,0
rdl_phase2,24,mMTC,1000,999,0,99.97,10.56,51.03,0
rdl_phase2,25,URLLC,1000,996,3,99.7,1.89,25.26,0
rdl_phase2,26,eMBB,1000,999,0,99.91,11.78,52.77,0
rdl_phase2,27,mMTC,1000,996,3,99.67,9.34,48.27,0
rdl_phase2,28,URLLC,1000,998,1,99.83,1.93,58.09,0
rdl_phase2,29,eMBB,1000,999,0,99.96,9.48,41.83,0
rdl_phase2,30,mMTC,1000,998,1,99.85,8.47,43.48,0
